element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
1443/32,45.09375000,decomposable,3/2 + 1395/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1445/32,45.15625000,decomposable,3/2 + 1397/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1447/32,45.21875000,decomposable,3/2 + 1399/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1449/32,45.28125000,decomposable,3/2 + 1401/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1451/32,45.34375000,decomposable,3/2 + 1403/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1453/32,45.40625000,decomposable,3/2 + 1405/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1455/32,45.46875000,decomposable,3/2 + 1407/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1457/32,45.53125000,decomposable,3/2 + 1409/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1459/32,45.59375000,decomposable,3/2 + 1411/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1461/32,45.65625000,decomposable,3/2 + 1413/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1463/32,45.71875000,decomposable,3/2 + 1415/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1465/32,45.78125000,decomposable,3/2 + 1417/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1467/32,45.84375000,decomposable,3/2 + 1419/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1469/32,45.90625000,decomposable,3/2 + 1421/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1471/32,45.96875000,decomposable,3/2 + 1423/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1473/32,46.03125000,decomposable,3/2 + 1425/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1475/32,46.09375000,decomposable,3/2 + 1427/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1477/32,46.15625000,decomposable,3/2 + 1429/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1479/32,46.21875000,decomposable,3/2 + 1431/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1481/32,46.28125000,decomposable,3/2 + 1433/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1483/32,46.34375000,decomposable,3/2 + 1435/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1485/32,46.40625000,decomposable,3/2 + 1437/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1487/32,46.46875000,decomposable,3/2 + 1439/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1489/32,46.53125000,decomposable,3/2 + 1441/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1491/32,46.59375000,decomposable,3/2 + 1443/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1493/32,46.65625000,decomposable,3/2 + 1445/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1495/32,46.71875000,decomposable,3/2 + 1447/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1497/32,46.78125000,decomposable,3/2 + 1449/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1499/32,46.84375000,decomposable,3/2 + 1451/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1501/32,46.90625000,decomposable,3/2 + 1453/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1503/32,46.96875000,decomposable,3/2 + 1455/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1505/32,47.03125000,decomposable,3/2 + 1457/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1507/32,47.09375000,decomposable,3/2 + 1459/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1509/32,47.15625000,decomposable,3/2 + 1461/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1511/32,47.21875000,decomposable,3/2 + 1463/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1513/32,47.28125000,decomposable,3/2 + 1465/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1515/32,47.34375000,decomposable,3/2 + 1467/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1517/32,47.40625000,decomposable,3/2 + 1469/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1519/32,47.46875000,decomposable,3/2 + 1471/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1521/32,47.53125000,decomposable,3/2 + 1473/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1523/32,47.59375000,decomposable,3/2 + 1475/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1525/32,47.65625000,decomposable,3/2 + 1477/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1527/32,47.71875000,decomposable,3/2 + 1479/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1529/32,47.78125000,decomposable,3/2 + 1481/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1531/32,47.84375000,decomposable,3/2 + 1483/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1533/32,47.90625000,decomposable,3/2 + 1485/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
1535/32,47.96875000,decomposable,3/2 + 1487/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
